title,issn_print,issn-l,apc_currency,apc_amount,
European Early Childhood Education Research Journal,1350-293X,1752-1807,EUR,2650,
European Education,1056-4934,1944-7086,USD,2995,
European Education,1056-4934,1944-7086,GBP,2295,
European Education,1056-4934,1944-7086,EUR,2650,
European Journal for Sport and Society,1613-8171,2380-5919,USD,2995,
European Journal for Sport and Society,1613-8171,2380-5919,GBP,2295,
European Journal for Sport and Society,1613-8171,2380-5919,EUR,2650,
European Journal of Behavior Analysis,1502-1149,2377-729X,USD,2995,
European Journal of Behavior Analysis,1502-1149,2377-729X,GBP,2295,
European Journal of Behavior Analysis,1502-1149,2377-729X,EUR,2650,
European Journal of Cultural and Political Sociology,2325-4823,2325-4815,USD,2995,
European Journal of Cultural and Political Sociology,2325-4823,2325-4815,GBP,2295,
European Journal of Cultural and Political Sociology,2325-4823,2325-4815,EUR,2650,
European Journal of Developmental Psychology,1740-5629,1740-5610,USD,2995,
European Journal of Developmental Psychology,1740-5629,1740-5610,GBP,2295,
European Journal of Developmental Psychology,1740-5629,1740-5610,EUR,2650,
European Journal of Engineering Education,0304-3797,1469-5898,USD,2995,
European Journal of Engineering Education,0304-3797,1469-5898,GBP,2295,
European Journal of Engineering Education,0304-3797,1469-5898,EUR,2650,
European Journal of English Studies,1382-5577,1744-4233,USD,2995,
European Journal of English Studies,1382-5577,1744-4233,GBP,2295,
European Journal of English Studies,1382-5577,1744-4233,EUR,2650,
European Journal of Environmental and Civil Engineering,1964-8189,2116-7214,USD,2995,
European Journal of Environmental and Civil Engineering,1964-8189,2116-7214,GBP,2295,
European Journal of Environmental and Civil Engineering,1964-8189,2116-7214,EUR,2650,
European Journal of Higher Education,2156-8235,2156-8243,USD,2995,
European Journal of Higher Education,2156-8235,2156-8243,GBP,2295,
European Journal of Higher Education,2156-8235,2156-8243,EUR,2650,
European Journal of Materials,n/a,2688-9277,USD,1500,
European Journal of Materials,n/a,2688-9277,GBP,1155,
European Journal of Materials,n/a,2688-9277,EUR,1325,
European Journal Of Physiotherapy,2167-9169,2167-9177,USD,2995,
European Journal Of Physiotherapy,2167-9169,2167-9177,GBP,2295,
European Journal Of Physiotherapy,2167-9169,2167-9177,EUR,2650,
European Journal of Psychotherapy and Counselling,1364-2537,1469-5901,USD,2995,
European Journal of Psychotherapy and Counselling,1364-2537,1469-5901,GBP,2295,
European Journal of Psychotherapy and Counselling,1364-2537,1469-5901,EUR,2650,
European Journal of Psychotraumatology,2000-8198,2000-8066,USD,1640,
European Journal of Psychotraumatology,2000-8198,2000-8066,GBP,1260,
European Journal of Psychotraumatology,2000-8198,2000-8066,EUR,1450,
European Journal of Remote Sensing,n/a,2279-7254,USD,1000,
European Journal of Remote Sensing,n/a,2279-7254,GBP,770,
European Journal of Remote Sensing,n/a,2279-7254,EUR,880,
European Journal of Social Work,1369-1457,1468-2664,USD,3300,
European Journal of Social Work,1369-1457,1468-2664,GBP,2540,
European Journal of Social Work,1369-1457,1468-2664,EUR,2920,
European Journal of Special Needs Education,0885-6257,1469-591X,USD,2995,
European Journal of Special Needs Education,0885-6257,1469-591X,GBP,2295,
European Journal of Special Needs Education,0885-6257,1469-591X,EUR,2650,
European Journal of Sport Science,1746-1391,1536-7290,USD,3500,
European Journal of Sport Science,1746-1391,1536-7290,GBP,2690,
European Journal of Sport Science,1746-1391,1536-7290,EUR,3095,
European Journal of Teacher Education,0261-9768,1469-5928,USD,2800,
European Journal of Teacher Education,0261-9768,1469-5928,GBP,2155,
European Journal of Teacher Education,0261-9768,1469-5928,EUR,2475,
European Journal of Work and Organizational Psychology,1359-432X,1464-0643,USD,2995,
European Journal of Work and Organizational Psychology,1359-432X,1464-0643,GBP,2295,
European Journal of Work and Organizational Psychology,1359-432X,1464-0643,EUR,2650,
European Planning Studies,0965-4313,1469-5944,USD,3500,
European Planning Studies,0965-4313,1469-5944,GBP,2690,
European Planning Studies,0965-4313,1469-5944,EUR,3095,
European Politics and Society,2374-5118,2374-5126,USD,2995,
European Politics and Society,2374-5118,2374-5126,GBP,2295,
European Politics and Society,2374-5118,2374-5126,EUR,2650,
European Review of History - Revue européenne d'histoire,1350-7486,1469-8293,USD,2995,
European Review of History - Revue européenne d'histoire,1350-7486,1469-8293,GBP,2295,
European Review of History - Revue européenne d'histoire,1350-7486,1469-8293,EUR,2650,
European Review of Social Psychology,1046-3283,1479-277X,USD,2995,
European Review of Social Psychology,1046-3283,1479-277X,GBP,2295,
European Review of Social Psychology,1046-3283,1479-277X,EUR,2650,
European Romantic Review,1050-9585,1740-4657,USD,2500,
European Romantic Review,1050-9585,1740-4657,GBP,1925,
European Romantic Review,1050-9585,1740-4657,EUR,2210,
European Security,0966-2839,1746-1545,USD,3300,
European Security,0966-2839,1746-1545,GBP,2540,
European Security,0966-2839,1746-1545,EUR,2920,
European Societies,1461-6696,1469-8307,USD,2995,
European Societies,1461-6696,1469-8307,GBP,2295,
European Societies,1461-6696,1469-8307,EUR,2650,
European Sport Management Quarterly,1618-4742,1746-031X,USD,2995,
European Sport Management Quarterly,1618-4742,1746-031X,GBP,2295,
European Sport Management Quarterly,1618-4742,1746-031X,EUR,2650,
Evidence-Based Practice in Child and Adolescent Mental Health,2379-4925,2379-4933,USD,3300,
Evidence-Based Practice in Child and Adolescent Mental Health,2379-4925,2379-4933,GBP,2540,
Evidence-Based Practice in Child and Adolescent Mental Health,2379-4925,2379-4933,EUR,2920,
Exceptionality,0936-2835,1532-7035,USD,2995,
Exceptionality,0936-2835,1532-7035,GBP,2295,
Exceptionality,0936-2835,1532-7035,EUR,2650,
Exemplaria,1041-2573,1753-3074,USD,2800,
Exemplaria,1041-2573,1753-3074,GBP,2155,
Exemplaria,1041-2573,1753-3074,EUR,2475,
Experimental Aging Research,0361-073X,1096-4657,USD,2995,
Experimental Aging Research,0361-073X,1096-4657,GBP,2295,
Experimental Aging Research,0361-073X,1096-4657,EUR,2650,
Experimental Heat Transfer,0891-6152,1521-0480,USD,2995,
Experimental Heat Transfer,0891-6152,1521-0480,GBP,2295,
Experimental Heat Transfer,0891-6152,1521-0480,EUR,2650,
Experimental Lung Research,0190-2148,1521-0499,USD,3500,
Experimental Lung Research,0190-2148,1521-0499,GBP,2690,
Experimental Lung Research,0190-2148,1521-0499,EUR,3095,
Expert Opinion on Biological Therapy,1471-2598,1744-7682,USD,4800,
Expert Opinion on Biological Therapy,1471-2598,1744-7682,GBP,3690,
Expert Opinion on Biological Therapy,1471-2598,1744-7682,EUR,4245,
Expert Opinion on Drug Delivery,1742-5247,1744-7593,USD,4800,
Expert Opinion on Drug Delivery,1742-5247,1744-7593,GBP,3690,
Expert Opinion on Drug Delivery,1742-5247,1744-7593,EUR,4245,
Expert Opinion on Drug Discovery,1746-0441,1746-045X,USD,4800,
Expert Opinion on Drug Discovery,1746-0441,1746-045X,GBP,3690,
Expert Opinion on Drug Discovery,1746-0441,1746-045X,EUR,4245,
Expert Opinion on Drug Metabolism & Toxicology,1742-5255,1744-7607,USD,4800,
Expert Opinion on Drug Metabolism & Toxicology,1742-5255,1744-7607,GBP,3690,
Expert Opinion on Drug Metabolism & Toxicology,1742-5255,1744-7607,EUR,4245,
Expert Opinion on Drug Safety,1474-0338,1744-764X,USD,4800,
Expert Opinion on Drug Safety,1474-0338,1744-764X,GBP,3690,
Expert Opinion on Drug Safety,1474-0338,1744-764X,EUR,4245,
Expert Opinion on Emerging Drugs,1472-8214,1744-7623,USD,4800,
Expert Opinion on Emerging Drugs,1472-8214,1744-7623,GBP,3690,
Expert Opinion on Emerging Drugs,1472-8214,1744-7623,EUR,4245,
Expert Opinion on Investigational Drugs,1354-3784,1744-7658,USD,4800,
Expert Opinion on Investigational Drugs,1354-3784,1744-7658,GBP,3690,
Expert Opinion on Investigational Drugs,1354-3784,1744-7658,EUR,4245,
Expert Opinion on Orphan Drugs,n/a,2167-8707,USD,4800,
Expert Opinion on Orphan Drugs,n/a,2167-8707,GBP,3690,
Expert Opinion on Orphan Drugs,n/a,2167-8707,EUR,4245,
Expert Opinion on Pharmacotherapy,1465-6566,1744-7666,USD,4800,
Expert Opinion on Pharmacotherapy,1465-6566,1744-7666,GBP,3690,
Expert Opinion on Pharmacotherapy,1465-6566,1744-7666,EUR,4245,
Expert Opinion on Therapeutic Patents,1354-3776,1744-7674,USD,4800,
Expert Opinion on Therapeutic Patents,1354-3776,1744-7674,GBP,3690,
Expert Opinion on Therapeutic Patents,1354-3776,1744-7674,EUR,4245,
Expert Opinion on Therapeutic Targets,1472-8222,1744-7631,USD,4800,
Expert Opinion on Therapeutic Targets,1472-8222,1744-7631,GBP,3690,
Expert Opinion on Therapeutic Targets,1472-8222,1744-7631,EUR,4245,
Expert Review of Anti-infective Therapy,1478-7210,1744-8336,USD,4800,
Expert Review of Anti-infective Therapy,1478-7210,1744-8336,GBP,3690,
Expert Review of Anti-infective Therapy,1478-7210,1744-8336,EUR,4245,
Expert Review of Anticancer Therapy,1473-7140,1744-8328,USD,4800,
Expert Review of Anticancer Therapy,1473-7140,1744-8328,GBP,3690,
Expert Review of Anticancer Therapy,1473-7140,1744-8328,EUR,4245,
Expert Review of Cardiovascular Therapy,1477-9072,1744-8344,USD,4800,
Expert Review of Cardiovascular Therapy,1477-9072,1744-8344,GBP,3690,
Expert Review of Cardiovascular Therapy,1477-9072,1744-8344,EUR,4245,
Expert Review of Clinical Immunology,1744-666X,1744-8409,USD,4800,
Expert Review of Clinical Immunology,1744-666X,1744-8409,GBP,3690,
Expert Review of Clinical Immunology,1744-666X,1744-8409,EUR,4245,
Expert Review of Clinical Pharmacology,1751-2433,1751-2441,USD,4800,
Expert Review of Clinical Pharmacology,1751-2433,1751-2441,GBP,3690,
Expert Review of Clinical Pharmacology,1751-2433,1751-2441,EUR,4245,
Expert Review of Endocrinology & Metabolism,1744-6651,1744-8417,USD,4800,
Expert Review of Endocrinology & Metabolism,1744-6651,1744-8417,GBP,3690,
Expert Review of Endocrinology & Metabolism,1744-6651,1744-8417,EUR,4245,
Expert Review of Gastroenterology & Hepatology,1747-4124,1747-4132,USD,4800,
Expert Review of Gastroenterology & Hepatology,1747-4124,1747-4132,GBP,3690,
Expert Review of Gastroenterology & Hepatology,1747-4124,1747-4132,EUR,4245,
Expert Review of Hematology,1747-4086,1747-4094,USD,4800,
Expert Review of Hematology,1747-4086,1747-4094,GBP,3690,
Expert Review of Hematology,1747-4086,1747-4094,EUR,4245,
Expert Review of Medical Devices,1743-4440,1745-2422,USD,4800,
Expert Review of Medical Devices,1743-4440,1745-2422,GBP,3690,
Expert Review of Medical Devices,1743-4440,1745-2422,EUR,4245,
Expert Review of Molecular Diagnostics,1473-7159,1744-8352,USD,4800,
Expert Review of Molecular Diagnostics,1473-7159,1744-8352,GBP,3690,
Expert Review of Molecular Diagnostics,1473-7159,1744-8352,EUR,4245,
Expert Review of Neurotherapeutics,1473-7175,1744-8360,USD,4800,
Expert Review of Neurotherapeutics,1473-7175,1744-8360,GBP,3690,
Expert Review of Neurotherapeutics,1473-7175,1744-8360,EUR,4245,
Expert Review of Ophthalmology,1746-9899,1746-9902,USD,4800,
Expert Review of Ophthalmology,1746-9899,1746-9902,GBP,3690,
Expert Review of Ophthalmology,1746-9899,1746-9902,EUR,4245,
Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167,1744-8379,USD,4800,
Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167,1744-8379,GBP,3690,
Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167,1744-8379,EUR,4245,
Expert Review of Precision Medicine and Drug Development,n/a,2380-8993,USD,4800,
Expert Review of Precision Medicine and Drug Development,n/a,2380-8993,GBP,3690,
Expert Review of Precision Medicine and Drug Development,n/a,2380-8993,EUR,4245,
Expert Review of Proteomics,1478-9450,1744-8387,USD,4800,
Expert Review of Proteomics,1478-9450,1744-8387,GBP,3690,
Expert Review of Proteomics,1478-9450,1744-8387,EUR,4245,
Expert Review of Respiratory Medicine,1747-6348,1747-6356,USD,4800,
Expert Review of Respiratory Medicine,1747-6348,1747-6356,GBP,3690,
Expert Review of Respiratory Medicine,1747-6348,1747-6356,EUR,4245,
Expert Review of Vaccines,1476-0584,1744-8395,USD,4800,
Expert Review of Vaccines,1476-0584,1744-8395,GBP,3690,
Expert Review of Vaccines,1476-0584,1744-8395,EUR,4245,
Exploration Geophysics,0812-3985,1834-7533,USD,2995,
Exploration Geophysics,0812-3985,1834-7533,GBP,2295,
Exploration Geophysics,0812-3985,1834-7533,EUR,2650,
Fabrications,1033-1867,2164-4756,GBP,2540,Missing USD
Fabrications,1033-1867,2164-4756,EUR,2920,
Family & Community History,1463-1180,1751-3812,USD,2800,
Family & Community History,1463-1180,1751-3812,GBP,2155,
Family & Community History,1463-1180,1751-3812,EUR,2475,
Fashion Practice,1756-9370,1756-9389,USD,2995,
Fashion Practice,1756-9370,1756-9389,GBP,2295,
Fashion Practice,1756-9370,1756-9389,EUR,2650,
Fashion Theory,1362-704X,1751-7419,USD,2995,
Fashion Theory,1362-704X,1751-7419,GBP,2295,
Fashion Theory,1362-704X,1751-7419,EUR,2650,
Fat Studies,2160-4851,2160-486X,USD,2995,
Fat Studies,2160-4851,2160-486X,GBP,2295,
Fat Studies,2160-4851,2160-486X,EUR,2650,
"Fatigue: Biomedicine, Health & Behavior",2164-1846,2164-1862,USD,2995,
"Fatigue: Biomedicine, Health & Behavior",2164-1846,2164-1862,GBP,2295,
"Fatigue: Biomedicine, Health & Behavior",2164-1846,2164-1862,EUR,2650,
Feminist Economics,1354-5701,1466-4372,USD,3300,
Feminist Economics,1354-5701,1466-4372,GBP,2540,
Feminist Economics,1354-5701,1466-4372,EUR,2920,
Feminist Media Studies,1468-0777,1471-5902,USD,3300,
Feminist Media Studies,1468-0777,1471-5902,GBP,2540,
Feminist Media Studies,1468-0777,1471-5902,EUR,2920,
Feminist Modernist Studies,2469-2921,2469-293X,USD,2995,
Feminist Modernist Studies,2469-2921,2469-293X,GBP,2295,
Feminist Modernist Studies,2469-2921,2469-293X,EUR,2650,
Ferroelectric Letters Section,0731-5171,1563-5228,USD,2800,
Ferroelectric Letters Section,0731-5171,1563-5228,GBP,2155,
Ferroelectric Letters Section,0731-5171,1563-5228,EUR,2475,
Ferroelectrics,0015-0193,1563-5112,USD,2800,
Ferroelectrics,0015-0193,1563-5112,GBP,2155,
Ferroelectrics,0015-0193,1563-5112,EUR,2475,
Fetal & Pediatric Pathology,1551-3815,1551-3823,GBP,2540,
Fetal & Pediatric Pathology,1551-3815,1551-3823,EUR,2920,
Fetal & Pediatric Pathology,1551-3815,1551-3823,USD,3300,
Fiber and Integrated Optics,0146-8030,1096-4681,USD,2800,
Fiber and Integrated Optics,0146-8030,1096-4681,GBP,2155,
Fiber and Integrated Optics,0146-8030,1096-4681,EUR,2475,
Financial Analysts Journal,0015-198X,1938-3312,USD,2800,
Financial Analysts Journal,0015-198X,1938-3312,GBP,2155,
Financial Analysts Journal,0015-198X,1938-3312,EUR,2475,
First Amendment Studies,2168-9725,2168-9733,USD,2995,
First Amendment Studies,2168-9725,2168-9733,GBP,2295,
First Amendment Studies,2168-9725,2168-9733,EUR,2650,
First World War Studies,1947-5020,1947-5039,USD,2995,
First World War Studies,1947-5020,1947-5039,GBP,2295,
First World War Studies,1947-5020,1947-5039,EUR,2650,
Fly,1933-6934,1933-6942,USD,2995,
Fly,1933-6934,1933-6942,GBP,2295,
Fly,1933-6934,1933-6942,EUR,2650,
Folk Life,0430-8778,1759-670X,USD,2250,
Folk Life,0430-8778,1759-670X,GBP,1730,
Folk Life,0430-8778,1759-670X,EUR,1990,
Folklore,0015-587X,1469-8315,USD,2250,
Folklore,0015-587X,1469-8315,GBP,1730,
Folklore,0015-587X,1469-8315,EUR,1990,
Food and Agricultural Immunology,0954-0105,1465-3443,USD,1950,
Food and Agricultural Immunology,0954-0105,1465-3443,GBP,1500,
Food and Agricultural Immunology,0954-0105,1465-3443,EUR,1725,
Food and Foodways,0740-9710,1542-3484,USD,2995,
Food and Foodways,0740-9710,1542-3484,GBP,2295,
Food and Foodways,0740-9710,1542-3484,EUR,2650,
Food Biotechnology,0890-5436,1532-4249,USD,3300,
Food Biotechnology,0890-5436,1532-4249,GBP,2540,
Food Biotechnology,0890-5436,1532-4249,EUR,2920,
Food Reviews International,8755-9129,1525-6103,USD,3500,
Food Reviews International,8755-9129,1525-6103,GBP,2690,
Food Reviews International,8755-9129,1525-6103,EUR,3095,
"Food, Culture & Society",1552-8014,1751-7443,USD,2995,
"Food, Culture & Society",1552-8014,1751-7443,GBP,2295,
"Food, Culture & Society",1552-8014,1751-7443,EUR,2650,
Footwear Science,1942-4280,1942-4299,USD,1500,
Footwear Science,1942-4280,1942-4299,GBP,1155,
Footwear Science,1942-4280,1942-4299,EUR,1325,
Forensic Sciences Research,2096-1790,2471-1411,USD,0,
Forensic Sciences Research,2096-1790,2471-1411,GBP,0,
Forensic Sciences Research,2096-1790,2471-1411,EUR,0,
Forest Science and Technology,2158-0103,2158-0715,USD,1000,
Forest Science and Technology,2158-0103,2158-0715,GBP,770,
Forest Science and Technology,2158-0103,2158-0715,EUR,885,
"Forests, Trees and Livelihoods",1472-8028,2164-3075,USD,2995,
"Forests, Trees and Livelihoods",1472-8028,2164-3075,GBP,2295,
"Forests, Trees and Livelihoods",1472-8028,2164-3075,EUR,2650,
Forum for Development Studies,0803-9410,1891-1765,USD,2995,
Forum for Development Studies,0803-9410,1891-1765,GBP,2295,
Forum for Development Studies,0803-9410,1891-1765,EUR,2650,
Forum for Social Economics,0736-0932,1874-6381,USD,2995,
Forum for Social Economics,0736-0932,1874-6381,GBP,2295,
Forum for Social Economics,0736-0932,1874-6381,EUR,2650,
Free Radical Research,1071-5762,1029-2470,USD,3500,
Free Radical Research,1071-5762,1029-2470,GBP,2690,
Free Radical Research,1071-5762,1029-2470,EUR,3095,
French Screen Studies,2643-8941,2643-895X,USD,3300,
French Screen Studies,2643-8941,2643-895X,GBP,2540,
French Screen Studies,2643-8941,2643-895X,EUR,2920,
"Fullerenes, Nanotubes, and Carbon Nanostructures",1536-383X,1536-4046,USD,2995,
"Fullerenes, Nanotubes, and Carbon Nanostructures",1536-383X,1536-4046,GBP,2295,
"Fullerenes, Nanotubes, and Carbon Nanostructures",1536-383X,1536-4046,EUR,2650,
Functional Diamond,2694-1112,2694-1120,USD,0,
Functional Diamond,2694-1112,2694-1120,GBP,0,
Functional Diamond,2694-1112,2694-1120,EUR,0,
Fusion Science and Technology,1536-1055,1943-7641,USD,2500,
Fusion Science and Technology,1536-1055,1943-7641,GBP,1515,
Fusion Science and Technology,1536-1055,1943-7641,EUR,1822,
Fuzzy Information and Engineering,1616-8658,1616-8666,USD,0,
Fuzzy Information and Engineering,1616-8658,1616-8666,GBP,0,
Fuzzy Information and Engineering,1616-8658,1616-8666,EUR,0,
Gender & Development,1355-2074,1364-9221,USD,2995,
Gender & Development,1355-2074,1364-9221,GBP,2295,
