issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380-6567,European policy analysis,,https://onlinelibrary.wiley.com/page/journal/23806567/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/23806567/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/23806567,,Policy Studies Organization,,,http://www.ipsonet.org/,,,https://twitter.com/epa_journal,https://www.wikidata.org/wiki/Q59554156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-9533,Electronics and communications in Japan,,https://onlinelibrary.wiley.com/page/journal/19429541/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19429541/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19429541,,,,,,,,,https://www.wikidata.org/wiki/Q15760436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639-541X,World water policy,,https://onlinelibrary.wiley.com/page/journal/2639541x/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/2639541x/homepage/editorialboard,,https://onlinelibrary.wiley.com/journal/2639541X,,Policy Studies Organization,,,http://www.ipsonet.org/,,,,https://www.wikidata.org/wiki/Q96733771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021-9762,Journal of clinical psychology,,https://onlinelibrary.wiley.com/page/journal/10974679/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10974679/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10974679,,,,,,,,,https://www.wikidata.org/wiki/Q6294967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0741-2223,Journal of robotic systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160-9289,Clinical cardiology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4502312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-3832,Journal of polymer science,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q29043736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057-0802,The Journal of maternal-fetal medicine,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27714196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396-8397,Anaesthesia cases,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96701428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531-6785,Syzygy magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003-276X,The anatomical record,,,,https://www.facebook.com/anatomical.record/,,,,,,,,,https://twitter.com/AnatRecord,https://www.wikidata.org/wiki/Q2725967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031-9252,Physik in unserer Zeit,PHYSIK IN UNSERER ZEIT (PHIUZ),https://onlinelibrary.wiley.com/page/journal/15213943/homepage/2007_guidelines.html,https://onlinelibrary.wiley.com/page/journal/15213943/homepage/2007_kuratorium.html,,https://onlinelibrary.wiley.com/journal/15213943,,,,,,,,,https://www.wikidata.org/wiki/Q2089412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005-9900,Beton- und Stahlbetonbau,,http://www.ernst-und-sohn.de/en/beton-und-stahlbetonbau?tab=autoren#rs,https://onlinelibrary.wiley.com/page/journal/14371006/homepage/2093_edbd.html,,https://onlinelibrary.wiley.com/journal/14371006,,,,,,,,,https://www.wikidata.org/wiki/Q56510126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577-6576,Material design & processing communications,,https://onlinelibrary.wiley.com/page/journal/25776576/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/25776576/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/25776576,,,,,,,,,https://www.wikidata.org/wiki/Q65600675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688-4526,BJUI compass,,,,https://www.facebook.com/BJUICompass/,,,,,,,,,https://twitter.com/bjuicompass,https://www.wikidata.org/wiki/Q96319334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092-7026,Systems research and behavioral science,,https://onlinelibrary.wiley.com/page/journal/10991743a/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10991743a/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10991743a,,International Federation for Systems Research,,,http://www.ifsr.org/,,,,https://www.wikidata.org/wiki/Q7663850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0960-2356,Utilities law review,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96732134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544-4759,Journal of investigative psychology and offender profiling,,https://onlinelibrary.wiley.com/page/journal/15444767/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15444767/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15444767,,,,,,,,,https://www.wikidata.org/wiki/Q15758707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0020-7292,International journal of gynaecology and obstetrics,,https://obgyn.onlinelibrary.wiley.com/hub/journal/18793479/about/author-guidelines,https://obgyn.onlinelibrary.wiley.com/hub/journal/18793479/editorial-board/editorial-board,,https://obgyn.onlinelibrary.wiley.com/journal/18793479,,,,,,,,,https://www.wikidata.org/wiki/Q15746544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196-7350,Advanced materials interfaces,,https://onlinelibrary.wiley.com/page/journal/21967350/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/21967350/homepage/2706_edbd.html,,https://onlinelibrary.wiley.com/journal/21967350,,,,,,,,,https://www.wikidata.org/wiki/Q27725630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523-3548,Cancer communications,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27709712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334-5837,INCOSE International Symposium,,,,,https://onlinelibrary.wiley.com/journal/23345837,,International Council on Systems Engineering (INCOSE),,,http://www.incose.org/,,,,https://www.wikidata.org/wiki/Q59554130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046-9750,Journal of the Institute of Brewing,,https://onlinelibrary.wiley.com/page/journal/20500416/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20500416/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20500416,,The Institute of Brewing & Distilling (IBD),,,https://www.ibd.org.uk/home/,,,,https://www.wikidata.org/wiki/Q15761585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0899-0042,Chirality,,https://onlinelibrary.wiley.com/page/journal/1520636x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1520636x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1520636X,,,,,,,,,https://www.wikidata.org/wiki/Q2120255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0885-6230,International journal of geriatric psychiatry,,https://onlinelibrary.wiley.com/page/journal/10991166/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10991166/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10991166,,,,,,,,,https://www.wikidata.org/wiki/Q6051406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0049-8246,X-Ray spectrometry,,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/10974539/homepage/forauthors.html,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/10974539/homepage/editorialboard.html,,https://analyticalsciencejournals.onlinelibrary.wiley.com/journal/10974539,,,,,,,,,https://www.wikidata.org/wiki/Q3570307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077-3509,Progress in tourism and hospitality research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090-8811,Performance improvement,,https://onlinelibrary.wiley.com/page/journal/19308272/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19308272/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19308272,,International Society for Performance Improvement,,,https://ispi.org/,,,,https://www.wikidata.org/wiki/Q59556476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-5002,Journal of the experimental analysis of behavior,,https://onlinelibrary.wiley.com/page/journal/19383711/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19383711/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19383711,,,,,,,,,https://www.wikidata.org/wiki/Q6296143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0362-9783,The Humanist educator,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96735654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862-3077,"Bauregelliste A, Bauregelliste B und Liste C",,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96695429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0271-2091,International journal for numerical methods in fluids,,https://onlinelibrary.wiley.com/page/journal/10970363/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10970363/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10970363,,,,,,,,,https://www.wikidata.org/wiki/Q15708876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0893-6609,Neuroscience research communications,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15764276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077-4866,Software process improvement and practice,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15757426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091-3777,The volunteer management report,,,https://onlinelibrary.wiley.com/page/journal/23258578/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/23258578,,,,,,,,,https://www.wikidata.org/wiki/Q59556483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0138-4988,Acta biotechnologica,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q20164732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0736-0266,Journal of orthopaedic research,,https://onlinelibrary.wiley.com/page/journal/1554527x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1554527x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1554527X,,,,,,,,,https://www.wikidata.org/wiki/Q6295700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-4308,Journal of research in science teaching,,https://onlinelibrary.wiley.com/page/journal/10982736/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10982736/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10982736,https://www.linkedin.com/company/journal-of-research-in-science-teaching,NARST,,,http://www.narst.org/,,,https://twitter.com/jrstpub,https://www.wikidata.org/wiki/Q15764784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0885-3185,Movement disorders,,https://movementdisorders.onlinelibrary.wiley.com/hub/journal/15318257/forauthors.html,https://movementdisorders.onlinelibrary.wiley.com/hub/journal/15318257/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15318257,,,,,,,,,https://www.wikidata.org/wiki/Q1486418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0887-6258,Journal of polymer science,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96329082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688-3740,Lifestyle medicine,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96725307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0362-2525,Journal of morphology,,https://onlinelibrary.wiley.com/page/journal/10974687/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10974687/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10974687,,,,,,,,,https://www.wikidata.org/wiki/Q59900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0142-2421,Surface and interface analysis,,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/10969918/homepage/forauthors.html,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/10969918/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10969918,,,,,,,,,https://www.wikidata.org/wiki/Q3505254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058-1073,The Brown University child and adolescent behavior letter,,,https://onlinelibrary.wiley.com/page/journal/15567575/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15567575,,,,,,,,,https://www.wikidata.org/wiki/Q53953315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545-2255,Structural control & health monitoring,,https://onlinelibrary.wiley.com/page/journal/15452263/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15452263/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15452263,,International Association for Structural Control and Monitoring,European Association for the Control of Structures,,https://uia.org/s/or/en/1100017862,http://www.dipmec.it/eacs/journal.html,,,https://www.wikidata.org/wiki/Q15752594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615-9306,Journal of separation science,,,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/16159314/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16159314,,,,,,,,,https://www.wikidata.org/wiki/Q15761632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934-8576,Current protocols in neuroscience,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27721712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0368-4075,The journal of the Society of Chemical Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041-6099,Assessment update,,https://onlinelibrary.wiley.com/page/journal/15360725/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15360725/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15360725,,,,,,,,,https://www.wikidata.org/wiki/Q59556420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192-8304,JIMD reports,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27724122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0936-7195,Mitteilungen - Gesellschaft für Angewandte Mathematik und Mechanik,GAMM-Mitteilungen,https://onlinelibrary.wiley.com/page/journal/15222608/homepage/2250_authorguidelines.html,https://onlinelibrary.wiley.com/page/journal/15222608/homepage/edbd.html,,https://onlinelibrary.wiley.com/journal/15222608,,Geschäftsstelle der GAMM,,,https://www.gamm-ev.de/,,,,https://www.wikidata.org/wiki/Q15749393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557-0665,Spirituality and health international,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15753598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0748-8386,Stress medicine,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15753726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0570-0833,Angewandte Chemie. International edition in English,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q29043732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0742-4477,Agribusiness,AGRIBUSINESS : AN INTERNATIONAL JOURNAL,https://onlinelibrary.wiley.com/page/journal/15206297/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15206297/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15206297,,,,,,,,,https://www.wikidata.org/wiki/Q15752916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577-0470,Quantum engineering,,https://onlinelibrary.wiley.com/page/journal/25770470/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/25770470/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/25770470,,,,,,,,,https://www.wikidata.org/wiki/Q96731130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036-1836,Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550-8390,Proceedings of the Annual Meeting of the American Society for Information Science and Technology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96329669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0277-0008,Pharmacotherapy,PHARMACOTHERAPY: THE JOURNAL OF HUMAN PHARMACOLOGY AND DRUG THERAPY,,https://accpjournals.onlinelibrary.wiley.com/hub/journal/18759114/editorialboard.html,,https://onlinelibrary.wiley.com/journal/18759114,,,,,,,,,https://www.wikidata.org/wiki/Q7180800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688-4062,Small structures,,https://onlinelibrary.wiley.com/page/journal/26884062/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/26884062/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/26884062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-5120,Marine and coastal fisheries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475-0328,Annals of gastroenterological surgery,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q50817800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0958-0344,Phytochemical analysis,,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/10991565/homepage/forauthors.html,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/10991565/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10991565,,,,,,,,,https://www.wikidata.org/wiki/Q3061401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0964-4733,Business strategy and the environment,,https://onlinelibrary.wiley.com/page/journal/10990836/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10990836/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10990836,,European Research Press,International Sustainable Development Research Society (ISDRS),,,http://isdrs.org/,,,https://www.wikidata.org/wiki/Q15755410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052-4412,Regeneration,,,,,,,,,,,,,https://twitter.com/HSPRegeneration,https://www.wikidata.org/wiki/Q27725418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552-4922,Cytometry,Cytometry Part A,https://onlinelibrary.wiley.com/page/journal/15524930/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15524930/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15524930,,,,,,,,,https://www.wikidata.org/wiki/Q15764023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538-1625,Special events galore!,,,https://onlinelibrary.wiley.com/page/journal/23258586/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/23258586,,,,,,,,,https://www.wikidata.org/wiki/Q59556522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471-5638,Journal of experimental zoology,,https://onlinelibrary.wiley.com/page/journal/24715646/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/24715646/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/24715646,,,,,,,,https://twitter.com/jexpzoo_a,https://www.wikidata.org/wiki/Q6295192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0323-7648,Acta polymerica,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q53953502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0735-3766,Journal of business logistics,,https://onlinelibrary.wiley.com/page/journal/21581592/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/21581592/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/21581592,https://www.linkedin.com/company/journal-of-business-logisticss/,Council of Supply Chain Management Professionals (CSCMP),,,http://cscmp.org/,,,https://twitter.com/jbizlogistics?lang=en,https://www.wikidata.org/wiki/Q1709830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0738-1085,Microsurgery,,https://onlinelibrary.wiley.com/page/journal/10982752/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10982752/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10982752,,,,,,,,,https://www.wikidata.org/wiki/Q15752703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005-7940,Behavioral science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099-1107,International insolvency review,,https://onlinelibrary.wiley.com/page/journal/10991107/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10991107/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10991107,,"International Association of Restructuring, Insolvency & Bankruptcy Professionals",,,http://www.insol.org/,,,,https://www.wikidata.org/wiki/Q15746627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083-3404,Applied geographic studies,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96326636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439-4235,ChemPhysChem,,https://chemistry-europe.onlinelibrary.wiley.com/hub/journal/14397641/author-guidelines,https://chemistry-europe.onlinelibrary.wiley.com/hub/journal/14397641/editorial-board,,https://onlinelibrary.wiley.com/journal/14397641,,Chemistry Europe,,,https://chemistry-europe.onlinelibrary.wiley.com/,,,https://twitter.com/chemphyschem?lang=en,https://www.wikidata.org/wiki/Q2012739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0197-9337,Earth surface processes and landforms,,https://onlinelibrary.wiley.com/page/journal/10969837/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10969837/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10969837,,British Society for Geomorphology (BSG),,,http://www.geomorphology.org.uk/,,,,https://www.wikidata.org/wiki/Q930083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553-085X,The hospitalist,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27719546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757-7004,Wiley interdisciplinary reviews,WIREs RNA,https://onlinelibrary.wiley.com/page/journal/17577012/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17577012/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17577012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198-3844,Advanced science,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q25340053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-0386,"Review of European, comparative & international environmental law",,https://onlinelibrary.wiley.com/page/journal/20500394/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20500394/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20500394,,,,,,,,,https://www.wikidata.org/wiki/Q59556568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
